,cleaned_text,sentiment_label
4837,high quality high performance used expand memory droid inserted card good go great expanding smart phone storage digital cameras,1
4838,bought samsung tablet arrived busted tablet long gone backstill got sandisk looking home another tablet,0
4839,good value product wanted gb put music phone easily transferred hard disk microsd via usb cable,1
4840,fast best one get use asusprime could see difference previous one,1
4841,used card upgrade memory kids tab moved kids thanks,1
4842,bargain gb memory music movies bought galaxy couldnt happier much memory iphone would cost arm legcomes sd size attachment easily transfer files straight computer,1
4843,bought addition tablet samsung note edition great storing pictures good reasonable price,1
4844,microschc works expected issue whatsoever excellent way upgrade memory mobile devicehighly recommended,1
4845,extensive review research wanted best gb available improveincrease memory samsung tab many cards one loaded quickly appears ready add apps preserving meory storage price right delivered quickly even holiday loaded quickly loadedcompatible samsung tab sandisk actually use chart show shopper card use device helpful,1
4846,transfer speed good picture quality good shipped well packed taped,1
4847,purchased galaxie phone fits works much else say ok price goodupdate stopped working sudden phone started alerting sd chip mounting dismounting caused battery drain hours everything card lost attempted reformat laptop card found laptopgoogled issue found many blogs others experiencing problemi attempt return amazon,0
4848,bought two one go galaxy tab another go galaxy note ive using havent problem either far,1
4849,died within months stopped able read write went destroy crumbled easily tiny pieces never,0
4850,purchased fellow employee product came quickly packaged original package employee using happy,1
4851,mobile devices tablets count state limit sd storage gbbut read sd cards fact larger would suggest anyone thinks need space beyond stated limits device quick search line particular make model cellphone tablet see size sds others successful using found fact use sdgo search online hdd raw copy tool hdd guruand allow make image old sd apply new sd andor even make backup ones sd since sd drives different sizes image applied largeryou need use partition manager minitool partition wizard free home use resize partition larger drive allow take advantage whole drive space love upgrade added spacecant go wrong price class sd size,1
